dist,height
0.0,nan
0.0014142135623773356,nan
0.008602325267042401,nan
0.040632499307818294,nan
0.28426923857498176,nan
0.9319946351776934,nan
2.0066382334641193,nan
3.2747702209468086,nan
4.578104738863016,nan
5.850990087156191,nan
7.1329189677158125,nan
7.773693459353797,nan
8.404609390090656,nan
9.044660192621944,nan
9.694532324975766,nan
10.331827573086962,110.23116255605383
10.970853157343782,105.91232511210764
11.613963664485954,105.82348766816145
12.263596006066084,105.82465022421525
12.901161188048151,105.78581278026905
13.537690792746007,105.79697533632287
14.173030797962728,105.79813789237669
14.82366695524424,105.8093004484305
15.462307007688084,105.81046300448432
16.09864494297579,105.80162556053813
16.738978881640303,105.85278811659194
17.389386245638462,105.85395067264574
18.025533944934892,105.85511322869955
18.66061577226218,105.83627578475337
19.935742474259644,105.86743834080717
20.581966184016533,105.85860089686099
21.221233399592965,105.84976345291481
21.86157261040477,105.86092600896862
22.497283413781318,105.87208856502241
23.145875334495347,105.89325112107623
23.784288784826003,105.90441367713004
24.425664985829965,105.92557623318386
25.701053441444767,105.91673878923767
26.989403735540364,105.92790134529149
28.26280477942697,105.94906390134531
29.541962104775642,105.96022645739912
30.812828724412824,105.96138901345292
31.46055349163457,105.95255156950674
32.097539749955914,105.95371412556055
32.731244492075156,105.96487668161436
33.365243847453,105.97603923766816
34.011317366429665,105.94720179372199
34.64284669307648,106.00836434977579
35.276225903574215,105.99952690582961
35.91549033495158,106.00068946188341
36.55383025074117,106.03185201793723
37.196689234392885,106.03301457399104
37.82770819121877,106.04417713004484
38.46108970115122,106.06533968609867
39.09368896637921,106.04650224215247
39.739062721709985,106.0676647982063
40.376659074272105,106.05882735426009
41.01818059105011,106.0599899103139
41.65781300068452,106.10115246636772
42.309963093815156,106.10231502242154
42.946269966086696,106.07347757847535
43.58457589560784,106.07464013452916
44.22709640028384,106.07580269058298
44.868690431078996,106.07696524663679
45.517736521052974,106.07812780269059
46.15993284223884,106.08929035874439
46.80198723344982,106.0604529147982
47.44115330596422,106.05161547085203
