dist,height
0.0009999999999994458,nan
0.0,nan
0.008246211251235059,nan
0.04374928570845504,nan
0.13650641010589865,nan
0.3210809866684738,nan
0.6253015272650477,nan
1.0391289621601363,nan
1.5486904145115648,nan
2.1334865830372594,nan
3.4188117818914803,nan
4.7112357190019685,nan
6.003913640284977,nan
7.277266588493237,nan
8.566363580890085,nan
9.841572536947538,106.76000000000002
11.119240036980944,105.74000000000001
11.771626820452644,105.72
12.409908541161776,105.71000000000001
13.04713516447193,105.68
13.682306055632582,105.72
14.326725620322321,105.72
14.964294971698466,105.69000000000001
15.60451924924315,105.71000000000001
16.241919129216228,105.73
16.891403730892232,105.73
17.531015657970304,105.76
18.16960723295911,105.75
18.804982664177064,105.79
20.095635570939276,105.72
21.369983738880105,105.75
22.007750112176392,105.76
22.65379341302467,105.75
23.292899239897128,105.74000000000001
23.929124785499365,105.71000000000001
24.566466188689006,105.73
25.209982506935617,105.70000000000002
25.848473243114377,105.73
27.126309756397017,105.71000000000001
28.415839772915387,105.71000000000001
29.056820645074026,105.71000000000001
29.69366146166552,105.71000000000001
30.32945227002954,105.69000000000001
30.979558566900206,105.70000000000002
31.616157530604507,105.73
32.25349830638531,105.71000000000001
32.8907232818009,105.69000000000001
33.538857419417255,105.71000000000001
34.17742967222667,105.70000000000002
34.81462626540747,105.67
35.450852119518935,105.68
36.10201405739021,105.68
36.73721140750887,105.68
37.373208171094966,105.68
38.00752068998976,105.67
39.29748502130893,105.68
39.93309108997199,105.68
41.21095098393144,105.70000000000002
42.49569287586685,105.72
43.76919798214265,105.69000000000001
45.05187628723137,105.66
46.31808913372831,105.66
47.60729638406281,105.63
48.875488447687154,105.61000000000001
49.51459894818901,105.58000000000001
50.162734066236865,105.6
50.79993155507201,105.6
51.43395884043927,105.58000000000001
52.07524038350664,105.55000000000001
52.728572463134256,105.57000000000001
54.00319459069065,105.57000000000001
55.2780757534124,105.59
56.569837157269596,105.64
57.20891739930062,107.49000000000001
57.842942058647054,107.65
58.49201963516049,107.81
59.13138711378247,108.02000000000001
59.77181182631157,108.29
60.40735505714515,108.65
61.055836248470136,109.03
61.694527553098254,109.48
62.33516234036774,110.20000000000002
62.97377088915671,111.02000000000001
63.608966018950504,111.85
64.26115384896228,113.26
64.89714235619316,113.84
66.16944529010351,115.21000000000001
67.4476592773982,115.47
68.72319594576493,115.55000000000001
70.00981544040808,115.59
71.28838002087015,115.62
72.57982250598302,115.59
73.85524290800214,115.61000000000001
75.14277457613606,115.64000000000001
75.77994133014357,115.64000000000001
76.41802106833178,115.63000000000001
77.05313145486042,115.60000000000001
77.70129446798168,115.61000000000001
78.33457911420727,115.65
78.97674476072055,115.65
79.6119134677719,115.64000000000001
80.25316607461664,115.65
80.90452945292988,115.62
81.54681032388697,115.63000000000001
82.18417976715469,115.65
82.82351967285622,115.65
83.47003046003996,115.63000000000001
84.10763290570006,115.61000000000001
84.74115101295237,115.61000000000001
86.02491830278016,115.61000000000001
87.30365901266681,115.63000000000001
88.57810806852898,115.60000000000001
89.86546381118833,115.63000000000001
91.14073763690963,115.62
92.42300948356963,115.62
93.70045828596571,115.58000000000001
94.98387568950847,115.58000000000001
96.25803707223619,115.59
96.89006306634339,115.62
97.68707937593385,115.58000000000001
98.16405635974911,115.59
98.79605624720048,115.57000000000001
99.43702554883667,115.59
100.0680562117602,115.57000000000001
100.70217105901938,115.57000000000001
101.33836874550528,115.59
101.97351227647304,115.58000000000001
102.62270460283142,115.60000000000001
103.26293029930925,115.62
103.90240776324676,115.62
104.54066257203462,115.59
105.19516327759561,115.61000000000001
105.83481321380032,115.59
106.47635009240315,115.61000000000001
107.11700298738758,115.59
107.75651436920181,115.59
108.40782021145891,115.58000000000001
109.04601661225409,115.57000000000001
110.31652718881247,115.56
110.96169249340062,115.56
111.59900394268759,115.56
112.23531597941887,115.57000000000001
113.52710444647127,115.58000000000001
114.80458284842116,115.60000000000001
116.08129183464492,115.59
117.37396555028715,115.57000000000001
118.65370293842497,115.57000000000001
119.94035079988718,115.57000000000001
121.2145699204514,115.56
122.5059557531796,115.56
123.78386696981154,115.57000000000001
125.0793953175342,115.61000000000001
126.358670256536,115.56
127.6493167157584,115.59
128.92617193184634,115.59
129.5634260198456,115.60000000000001
130.21447125799804,115.61000000000001
130.8457277025123,115.58000000000001
131.47692614675776,115.57000000000001
132.11509313473613,115.54
132.75126107122296,115.57000000000001
133.40125052262442,115.54
134.03827481357706,115.56
134.67438603535567,115.55000000000001
135.31363929774415,115.58000000000001
135.96288852845106,115.59
136.599171864254,115.56
137.23548384437606,115.57000000000001
137.87479458552244,115.55000000000001
138.52298687943457,115.55000000000001
139.16138414086,115.58000000000001
140.43186547575306,115.55000000000001
141.726566683879,115.55000000000001
142.99596219823832,115.56
144.2823795582815,115.57000000000001
145.54449220083873,115.56
146.82525574641443,115.56
148.08896972428434,115.57000000000001
149.37021869502635,115.55000000000001
150.01095880968165,115.56
150.6535846536683,115.58000000000001
151.29944150921378,115.54
151.94112864527497,115.55000000000001
152.59169697922624,115.58000000000001
153.22992145465588,115.57000000000001
153.86503091346,115.57000000000001
154.4981995299622,115.61000000000001
155.1482449111172,115.59
155.78470252563315,115.57000000000001
156.41790021605584,115.58000000000001
157.04895381377108,115.59
157.68780203300446,115.57000000000001
158.3201738913901,115.55000000000001
158.9567180870315,115.59
159.59920250740603,115.62
160.2416578203059,115.61000000000001
161.5199897721641,115.59
162.79446876660154,115.60000000000001
164.06974451738506,115.57000000000001
165.3346498862232,115.54
166.62123978952985,115.52000000000001
167.2596378090064,115.52000000000001
167.8979492102271,115.5
168.53825979877686,115.53
169.18842191473982,115.52000000000001
169.8287613568444,115.53
170.46190176400123,115.51
171.09686876445167,115.5
171.7388048316396,115.53
172.38014343015263,115.51
173.02276932820146,115.51
173.671567051144,115.53
174.3321879716996,115.53
174.97784517189598,115.5
176.27007499005612,115.52000000000001
177.5448830352483,115.5
178.8191009260476,115.49000000000001
180.11183406983562,115.5
181.3896892576863,115.46000000000001
182.0269431155729,115.46000000000001
183.2977846838308,115.5
184.57117761178208,115.48
185.21043089955816,115.44
185.8626787577323,115.45000000000002
186.50110602084914,115.44
187.14276414812304,115.43
188.42283532523336,115.45000000000002
189.68274313178836,115.4
190.31999729403108,115.4
190.96693080216795,115.38000000000001
191.60432874807398,115.39000000000001
192.24375482444157,115.39000000000001
192.89229282944407,115.4
193.54433894071923,115.43
194.17348112963316,115.41000000000001
194.80342178462885,115.4
195.4426751582162,115.38000000000001
196.08087149184135,115.38000000000001
196.71901056583224,115.37
197.36240590852148,115.4
198.0040033736692,115.4
198.64471735236253,115.38000000000001
199.29585026788695,115.36000000000001
200.74386367956555,115.39000000000001
201.84938474268384,115.38000000000001
202.5054864516021,115.35000000000001
203.78819367667012,115.36000000000001
205.07872418902943,115.39000000000001
206.3430632199687,115.4
207.62422241636452,115.41000000000001
208.9023357313173,115.42000000000002
210.1950678060739,115.43
211.45429308718232,115.41000000000001
212.09251794912524,115.38000000000001
212.72680228170591,115.39000000000001
213.37413904688637,115.38000000000001
214.01053825688118,115.37
215.28598836896006,115.38000000000001
216.55595065940813,115.38000000000001
217.19917361951448,115.32
217.8489123429355,115.36000000000001
218.5000739450676,115.38000000000001
219.1405867702284,115.37
219.76744106668758,115.38000000000001
220.3974388780414,115.36000000000001
221.0286664439706,115.34
221.66891950384021,115.36000000000001
222.30549065868797,115.35000000000001
222.94494585435214,115.38000000000001
223.58663197516978,115.33000000000001
224.23582327763776,115.34
225.52681779557838,115.32
226.9811802837407,115.33000000000001
228.08826385634137,115.36000000000001
229.357715741154,115.29
230.65053609736094,115.33000000000001
231.92392825450332,115.31
233.2059975922575,115.28
234.49284907860198,115.27000000000001
235.7751507029526,115.27000000000001
236.40717485304884,115.25
237.04645711125912,115.26
237.6845081573471,115.27000000000001
238.33675603020194,115.22
238.9700986253301,115.23
239.60826545426184,115.22
240.24651930465092,115.23
240.88765594567107,115.23
241.5226797093805,115.22
242.15781927082182,115.19
242.7982164967445,115.19
243.4422658516799,115.21000000000001
244.70886419988958,115.24000000000001
245.98505498302129,115.21000000000001
247.26790566104611,115.20000000000002
248.55249612305244,115.22
249.83565479931002,115.20000000000002
251.13184637954623,115.20000000000002
252.4212906155105,115.22
253.72048344782885,115.23
255.02441494688307,115.26
255.64815236179587,115.24000000000001
256.2660958183895,115.21000000000001
256.90617512430487,115.23
257.5458620692633,115.23
258.3464532251217,115.23
258.820312406117,115.21000000000001
259.4493676346119,115.20000000000002
260.0922153487105,115.18
260.7346981684639,115.16000000000001
261.3892916092777,115.18
262.0287184355944,115.19
263.2953925024135,115.13
264.58961419904597,115.13
265.22898317680136,115.15
265.86312286776445,115.13
266.4873246160124,115.1
267.1155536036792,115.1
267.7672358784771,115.12
