dist,height
573.001,nan
573.0084852813742,nan
573.1340261168579,nan
573.6318251340363,nan
574.0714653517497,nan
575.3782829940947,nan
576.2610154860105,nan
577.2700174472711,nan
578.4110455551585,nan
579.7000502236923,nan
581.1190110851014,nan
582.7100002574665,nan
584.3940107512675,nan
586.2570025646826,nan
588.2470546008074,nan
590.4050104854895,nan
592.6620188180157,nan
595.067012733943,nan
598.3670173650746,nan
600.4370343514017,nan
603.2480131744219,nan
609.2580044817693,nan
616.0750728147963,nan
623.1890044332422,nan
631.0970531008243,nan
639.345015381715,nan
648.4100574790923,nan
657.741002366033,106.31417901234568
667.8910114025559,106.39835802469136
678.435012718736,106.28253703703705
689.4980041288262,106.39671604938272
701.06004805559,106.4508950617284
712.5330007345933,112.92507407407409
718.3530109044873,116.07925308641975
724.0280010097465,116.11343209876544
729.8530265375839,116.09761111111112
735.5000025907692,116.07179012345681
741.2900004278329,116.10596913580247
747.1670185827386,116.08014814814815
752.831004640468,116.07432716049382
758.6540348416916,116.11850617283953
764.3270038154573,116.12268518518519
770.1850102670079,116.13686419753088
775.9320130289946,116.10104320987655
781.5730024643649,116.12522222222222
787.4080005830007,116.15940123456791
793.1800012035608,116.09358024691359
798.9470067006863,116.07775925925927
804.6890126246819,116.11193827160494
810.37300385048,116.09611728395063
816.3270270931694,116.1302962962963
821.9990070040442,116.13447530864198
827.7670116184589,116.17865432098766
833.4960131211224,116.09283333333335
839.1860033829728,116.09701234567902
845.0790110059943,116.14119135802471
850.7560046101614,116.11537037037039
856.538012555636,116.12954938271606
862.2280047021727,116.10372839506174
868.0900056152359,116.1279074074074
873.8460049876016,116.0820864197531
879.5390096513004,116.10626543209877
885.3260240918133,116.11044444444445
891.1380042324399,116.09462345679013
896.918015219901,116.12880246913582
902.605009214059,116.10298148148149
909.8460115557256,116.12716049382716
914.0780000776948,116.12133950617284
921.3120139558785,116.12551851851853
925.6690154535836,116.1496975308642
931.3660064696427,116.11387654320988
937.1420018509262,116.10805555555557
942.9320001635435,116.08223456790125
948.7210048240582,116.13641358024692
954.409005752355,116.09059259259261
960.1770028539918,116.10477160493828
966.0250041129698,116.07895061728395
971.7940066713641,116.07312962962965
977.4960056613661,116.07730864197532
983.2520087226874,116.091487654321
988.9680012356719,116.04566666666666
994.8150065478942,116.04984567901235
1000.5370128409936,116.06402469135804
1006.2730092320545,116.01820370370372
1012.0190024201686,116.00238271604938
1017.8700042461843,115.99656172839508
1023.6110110649761,115.99074074074075
1029.3180096095266,115.95491975308643
1035.0440040039475,115.91909876543211
1040.9350072584866,115.9132777777778
1046.6690097325345,115.96745679012346
1052.394010755245,115.92163580246915
1063.8160064627068,115.89581481481483
1075.3370078134797,115.93999382716049
1086.4620048114564,116.01417283950619
1097.1830067342894,115.91835185185185
1107.2430029967636,106.68253086419755
1116.8700051666758,106.63670987654321
1121.3630009346,106.6408888888889
1125.7950067312477,106.61506790123457
1129.9760091826217,106.58924691358025
1134.2460073140833,106.61342592592594
1138.1690024222844,106.56760493827161
1142.0380023056457,106.57178395061729
1145.7150028679187,106.49596296296298
1149.3340000147484,106.49764197530864
1152.7820031080646,106.47182098765433
1155.9900002478603,106.446
1159.1810006491169,nan
1162.2420016504257,nan
1165.0480002440681,nan
1167.812000283283,nan
1172.817000877768,nan
1177.318004994887,nan
1181.1750015924695,nan
1184.5570052325456,nan
1185.9930022463552,nan
1188.4680023112494,nan
1189.5110019667127,nan
1190.4210022950306,nan
1191.1950045843141,nan
1191.7900013655685,nan
1192.256001053684,nan
1192.592001170125,nan
1192.8140010495085,nan
